Module	Section	Sample Name	Source
Bismark	m_bias	BACW_61_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/bismark/methylation_calls/mbias/BACW_61_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Bismark	m_bias	BACW_55_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/bismark/methylation_calls/mbias/BACW_55_1_val_1_bismark_bt2_pe.deduplicated.M-bias.txt
Cutadapt	all_sections	BACW_50_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_50_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_61_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_50_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_50_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_47_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_47_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_61_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_55_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_55_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_64_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_64_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_52_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_52_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_52_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_52_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_56_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_56_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_58_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_58_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_42_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_42_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_47_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_47_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_64_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_64_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_45_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_45_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_56_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_56_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_55_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_55_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_48_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_48_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_48_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_48_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_53_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_53_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_59_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_59_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_42_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_42_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_57_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_57_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_58_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_58_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_59_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_59_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_45_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_45_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_53_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_53_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	BACW_57_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/logs/BACW_57_2.fastq.gz_trimming_report.txt
FastQC	all_sections	BACW_57_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_57_2_val_2_fastqc.zip
FastQC	all_sections	BACW_48_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_48_2_val_2_fastqc.zip
FastQC	all_sections	BACW_53_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_53_1_val_1_fastqc.zip
FastQC	all_sections	BACW_47_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_47_2_val_2_fastqc.zip
FastQC	all_sections	BACW_45_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_45_2_val_2_fastqc.zip
FastQC	all_sections	BACW_45_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_45_1_val_1_fastqc.zip
FastQC	all_sections	BACW_52_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_52_1_val_1_fastqc.zip
FastQC	all_sections	BACW_56_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_56_2_val_2_fastqc.zip
FastQC	all_sections	BACW_53_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_53_2_val_2_fastqc.zip
FastQC	all_sections	BACW_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_44_2_val_2_fastqc.zip
FastQC	all_sections	BACW_59_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_59_2_val_2_fastqc.zip
FastQC	all_sections	BACW_55_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_55_2_val_2_fastqc.zip
FastQC	all_sections	BACW_48_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_48_1_val_1_fastqc.zip
FastQC	all_sections	BACW_50_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_50_2_val_2_fastqc.zip
FastQC	all_sections	BACW_58_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_58_1_val_1_fastqc.zip
FastQC	all_sections	BACW_52_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_52_2_val_2_fastqc.zip
FastQC	all_sections	BACW_59_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_59_1_val_1_fastqc.zip
FastQC	all_sections	BACW_55_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_55_1_val_1_fastqc.zip
FastQC	all_sections	BACW_58_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_58_2_val_2_fastqc.zip
FastQC	all_sections	BACW_50_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_50_1_val_1_fastqc.zip
FastQC	all_sections	BACW_42_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_42_1_val_1_fastqc.zip
FastQC	all_sections	BACW_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_61_1_val_1_fastqc.zip
FastQC	all_sections	BACW_47_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_47_1_val_1_fastqc.zip
FastQC	all_sections	BACW_57_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_57_1_val_1_fastqc.zip
FastQC	all_sections	BACW_56_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_56_1_val_1_fastqc.zip
FastQC	all_sections	BACW_64_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_64_2_val_2_fastqc.zip
FastQC	all_sections	BACW_42_2_val_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_42_2_val_2_fastqc.zip
FastQC	all_sections	BACW_64_1_val_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/trimgalore/fastqc/zips/BACW_64_1_val_1_fastqc.zip
FastQC	all_sections	BACW_45_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_45_2_fastqc.zip
FastQC	all_sections	BACW_42_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_42_2_fastqc.zip
FastQC	all_sections	BACW_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_61_2_fastqc.zip
FastQC	all_sections	BACW_58_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_58_2_fastqc.zip
FastQC	all_sections	BACW_50_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_50_2_fastqc.zip
FastQC	all_sections	BACW_59_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_59_1_fastqc.zip
FastQC	all_sections	BACW_56_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_56_2_fastqc.zip
FastQC	all_sections	BACW_58_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_58_1_fastqc.zip
FastQC	all_sections	BACW_56_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_56_1_fastqc.zip
FastQC	all_sections	BACW_53_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_53_1_fastqc.zip
FastQC	all_sections	BACW_55_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_55_1_fastqc.zip
FastQC	all_sections	BACW_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_61_1_fastqc.zip
FastQC	all_sections	BACW_52_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_52_1_fastqc.zip
FastQC	all_sections	BACW_57_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_57_2_fastqc.zip
FastQC	all_sections	BACW_45_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_45_1_fastqc.zip
FastQC	all_sections	BACW_47_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_47_1_fastqc.zip
FastQC	all_sections	BACW_55_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_55_2_fastqc.zip
FastQC	all_sections	BACW_64_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_64_2_fastqc.zip
FastQC	all_sections	BACW_59_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_59_2_fastqc.zip
FastQC	all_sections	BACW_57_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_57_1_fastqc.zip
FastQC	all_sections	BACW_48_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_48_2_fastqc.zip
FastQC	all_sections	BACW_53_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_53_2_fastqc.zip
FastQC	all_sections	BACW_50_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_50_1_fastqc.zip
FastQC	all_sections	BACW_52_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_52_2_fastqc.zip
FastQC	all_sections	BACW_64_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_64_1_fastqc.zip
FastQC	all_sections	BACW_48_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_48_1_fastqc.zip
FastQC	all_sections	BACW_42_1	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_42_1_fastqc.zip
FastQC	all_sections	BACW_47_2	/data/scratch/NAVA1/ml/data/scratch/NAVA1/Completed_results/fastqc/zips/BACW_47_2_fastqc.zip
