## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_59_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_59_gc_summary.txt INPUT=BACW_59.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_59_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 17:04:36 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	84	276529	24788	4	0.901276	0.005724			
All Reads	ALL	85	200966	17620	4	0.881536	0.006641			
All Reads	ALL	86	134371	12437	4	0.930608	0.008345			
All Reads	ALL	87	88139	8581	4	0.978874	0.010567			
All Reads	ALL	88	60841	5510	3	0.910568	0.012267			
All Reads	ALL	89	39439	3439	3	0.876725	0.01495			
All Reads	ALL	90	25739	2155	3	0.841807	0.018134			
All Reads	ALL	91	16593	1177	3	0.713195	0.020788			
All Reads	ALL	92	9922	739	3	0.748863	0.027547			
All Reads	ALL	93	6255	441	3	0.708873	0.033756			
All Reads	ALL	94	3553	270	3	0.764057	0.046499			
All Reads	ALL	95	1701	92	3	0.543802	0.056695			
All Reads	ALL	96	986	35	2	0.356901	0.060327			
All Reads	ALL	97	658	15	2	0.229204	0.05918			
All Reads	ALL	98	328	7	2	0.214576	0.081102			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	4	2	0.118636	0.059318			


