## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_52_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_52_gc_summary.txt INPUT=BACW_52.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_52_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 14:52:39 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	28	63902550	5083242	8	0.821498	0.000364			
All Reads	ALL	29	72441993	5900078	8	0.841107	0.000346			
All Reads	ALL	30	80581156	6720264	8	0.861265	0.000332			
All Reads	ALL	31	88164984	7509792	8	0.879662	0.000321			
All Reads	ALL	32	95038247	8276059	8	0.899309	0.000313			
All Reads	ALL	33	101107447	8991636	8	0.918416	0.000306			
All Reads	ALL	34	106387106	9619144	8	0.933752	0.000301			
All Reads	ALL	35	110786537	10177600	8	0.948729	0.000297			
All Reads	ALL	36	114265477	10617543	7	0.959606	0.000294			
All Reads	ALL	37	116110601	10893708	7	0.96892	0.000294			
All Reads	ALL	38	115907234	10992113	7	0.979388	0.000295			
All Reads	ALL	39	113900160	10908400	7	0.989056	0.000299			
All Reads	ALL	40	110364340	10667662	7	0.998216	0.000306			
All Reads	ALL	41	105407746	10308905	7	1.010006	0.000315			
All Reads	ALL	42	99544188	9909129	7	1.028025	0.000327			
All Reads	ALL	43	93500811	9514770	7	1.050913	0.000341			
All Reads	ALL	44	88088657	9162589	7	1.074193	0.000355			
All Reads	ALL	45	83720724	8893130	7	1.096997	0.000368			
All Reads	ALL	46	80351717	8683751	6	1.116082	0.000379			
All Reads	ALL	47	77655538	8513323	6	1.132167	0.000388			
All Reads	ALL	48	74952441	8302068	6	1.143891	0.000397			
All Reads	ALL	49	71661283	8012862	6	1.154748	0.000408			
All Reads	ALL	50	67505559	7580794	6	1.159736	0.000421			
All Reads	ALL	51	62660114	7065101	6	1.164424	0.000438			
All Reads	ALL	52	57645953	6511465	6	1.166524	0.000457			
All Reads	ALL	53	52963590	5977556	6	1.165548	0.000477			
All Reads	ALL	54	48793587	5501300	6	1.164358	0.000496			
All Reads	ALL	55	45115286	5085030	6	1.164002	0.000516			
All Reads	ALL	56	41569878	4676862	6	1.161876	0.000537			
All Reads	ALL	57	37799155	4256265	6	1.162868	0.000564			
All Reads	ALL	58	33644269	3784958	6	1.161807	0.000597			
All Reads	ALL	59	29144419	3282811	6	1.163254	0.000642			
All Reads	ALL	60	24632876	2782475	6	1.166541	0.000699			
All Reads	ALL	61	20468515	2313267	6	1.167141	0.000767			
All Reads	ALL	62	16914610	1914985	5	1.169196	0.000845			
All Reads	ALL	63	13979884	1578699	5	1.166218	0.000928			
All Reads	ALL	64	11560263	1296786	5	1.158469	0.001017			
All Reads	ALL	65	9542060	1061346	5	1.148679	0.001115			
All Reads	ALL	66	7868349	861734	5	1.131029	0.001218			
All Reads	ALL	67	6396960	692145	5	1.117397	0.001343			
All Reads	ALL	68	5119562	546093	5	1.101584	0.001491			
All Reads	ALL	69	4099097	429869	5	1.083009	0.001652			
All Reads	ALL	70	3289710	336465	5	1.056249	0.001821			
All Reads	ALL	71	2634439	259885	5	1.018772	0.001998			
All Reads	ALL	72	2131665	203818	5	0.987433	0.002187			
All Reads	ALL	73	1739975	160613	5	0.953283	0.002379			
All Reads	ALL	74	1435643	128644	5	0.925395	0.00258			
All Reads	ALL	75	1208249	105008	4	0.897532	0.00277			
All Reads	ALL	76	1041500	86570	4	0.858405	0.002917			
All Reads	ALL	77	916351	72722	4	0.819574	0.003039			
All Reads	ALL	78	815285	61554	4	0.779706	0.003143			
All Reads	ALL	79	711558	50947	4	0.739422	0.003276			
All Reads	ALL	80	606682	42019	4	0.715268	0.003489			
All Reads	ALL	81	510586	34005	4	0.687793	0.00373			
All Reads	ALL	82	428988	27627	4	0.665078	0.004001			
All Reads	ALL	83	353096	21440	4	0.62707	0.004283			
All Reads	ALL	84	276529	16207	4	0.605265	0.004754			
All Reads	ALL	85	200966	11571	4	0.59461	0.005528			
All Reads	ALL	86	134371	8194	4	0.629759	0.006957			
All Reads	ALL	87	88139	5480	3	0.642091	0.008674			
All Reads	ALL	88	60841	3498	3	0.593755	0.010039			
All Reads	ALL	89	39439	2090	3	0.547273	0.011971			
All Reads	ALL	90	25739	1322	3	0.530425	0.014588			
All Reads	ALL	91	16593	793	3	0.493551	0.017527			
All Reads	ALL	92	9922	449	3	0.467338	0.022055			
All Reads	ALL	93	6255	283	3	0.467243	0.027775			
All Reads	ALL	94	3553	165	3	0.479593	0.037336			
All Reads	ALL	95	1701	51	3	0.309635	0.043358			
All Reads	ALL	96	986	29	2	0.303742	0.056403			
All Reads	ALL	97	658	7	2	0.109864	0.041525			
All Reads	ALL	98	328	5	1	0.157427	0.070404			
All Reads	ALL	99	133	2	1	0.155297	0.109811			
All Reads	ALL	100	339	2	1	0.060928	0.043082			


