## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_48_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_48_gc_summary.txt INPUT=BACW_48.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_48_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 14:09:59 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	42	99544188	12377963	7	1.038642	0.000295			
All Reads	ALL	43	93500811	12064115	7	1.077737	0.00031			
All Reads	ALL	44	88088657	11800755	7	1.11898	0.000326			
All Reads	ALL	45	83720724	11598096	7	1.157141	0.00034			
All Reads	ALL	46	80351717	11467932	6	1.192127	0.000352			
All Reads	ALL	47	77655538	11360508	6	1.221963	0.000363			
All Reads	ALL	48	74952441	11192696	6	1.24733	0.000373			
All Reads	ALL	49	71661283	10882123	6	1.268416	0.000385			
All Reads	ALL	50	67505559	10393995	6	1.286102	0.000399			
All Reads	ALL	51	62660114	9759790	6	1.301014	0.000416			
All Reads	ALL	52	57645953	9054142	6	1.311931	0.000436			
All Reads	ALL	53	52963590	8378986	6	1.321438	0.000457			
All Reads	ALL	54	48793587	7766986	6	1.329604	0.000477			
All Reads	ALL	55	45115286	7210186	6	1.33492	0.000497			
All Reads	ALL	56	41569878	6670277	6	1.340287	0.000519			
All Reads	ALL	57	37799155	6104169	6	1.348892	0.000546			
All Reads	ALL	58	33644269	5467696	6	1.357456	0.000581			
All Reads	ALL	59	29144419	4781790	6	1.370464	0.000627			
All Reads	ALL	60	24632876	4086907	6	1.385837	0.000686			
All Reads	ALL	61	20468515	3437760	6	1.402884	0.000757			
All Reads	ALL	62	16914610	2867640	5	1.416104	0.000836			
All Reads	ALL	63	13979884	2385937	5	1.425568	0.000923			
All Reads	ALL	64	11560263	1980995	5	1.431358	0.001017			
All Reads	ALL	65	9542060	1632843	5	1.429338	0.001119			
All Reads	ALL	66	7868349	1334191	5	1.416338	0.001226			
All Reads	ALL	67	6396960	1077077	5	1.40639	0.001355			
All Reads	ALL	68	5119562	857026	5	1.398279	0.00151			
All Reads	ALL	69	4099097	675444	5	1.376365	0.001675			
All Reads	ALL	70	3289710	529533	5	1.344522	0.001848			
All Reads	ALL	71	2634439	412525	5	1.307961	0.002036			
All Reads	ALL	72	2131665	320666	5	1.256512	0.002219			
All Reads	ALL	73	1739975	253741	5	1.218092	0.002418			
All Reads	ALL	74	1435643	201741	5	1.173763	0.002613			
All Reads	ALL	75	1208249	164781	4	1.139156	0.002806			
All Reads	ALL	76	1041500	136502	4	1.094743	0.002963			
All Reads	ALL	77	916351	113571	4	1.035233	0.003072			
All Reads	ALL	78	815285	96850	4	0.992254	0.003188			
All Reads	ALL	79	711558	80614	4	0.946309	0.003333			
All Reads	ALL	80	606682	66086	4	0.909873	0.003539			
All Reads	ALL	81	510586	54031	4	0.883907	0.003803			
All Reads	ALL	82	428988	43138	4	0.839938	0.004044			
All Reads	ALL	83	353096	33411	4	0.790368	0.004324			
All Reads	ALL	84	276529	25069	4	0.757232	0.004783			
All Reads	ALL	85	200966	17843	4	0.741614	0.005552			
All Reads	ALL	86	134371	12625	4	0.784799	0.006985			
All Reads	ALL	87	88139	8566	3	0.811788	0.008771			
All Reads	ALL	88	60841	5444	3	0.747402	0.01013			
All Reads	ALL	89	39439	3472	3	0.735337	0.012479			
All Reads	ALL	90	25739	2137	3	0.693498	0.015002			
All Reads	ALL	91	16593	1259	3	0.633773	0.017862			
All Reads	ALL	92	9922	720	3	0.60613	0.022589			
All Reads	ALL	93	6255	415	3	0.554183	0.027204			
All Reads	ALL	94	3553	255	3	0.599484	0.037541			
All Reads	ALL	95	1701	101	3	0.495963	0.04935			
All Reads	ALL	96	986	43	2	0.364271	0.055551			
All Reads	ALL	97	658	28	2	0.355439	0.067172			
All Reads	ALL	98	328	10	1	0.254659	0.08053			
All Reads	ALL	99	133	1	0	0.062803	0.062803			
All Reads	ALL	100	339	3	2	0.073919	0.042677			


