## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_65_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_65_gc_summary.txt INPUT=BACW_65.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_65_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 18:08:51 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	22	17758784	585083	9	0.3353	0.000438			
All Reads	ALL	23	23572432	856560	9	0.369814	0.0004			
All Reads	ALL	24	30422731	1219729	9	0.408033	0.000369			
All Reads	ALL	25	38148940	1684161	9	0.449294	0.000346			
All Reads	ALL	26	46458566	2247969	9	0.492441	0.000328			
All Reads	ALL	27	55140542	2912999	8	0.537649	0.000315			
All Reads	ALL	28	63902550	3654875	8	0.582082	0.000304			
All Reads	ALL	29	72441993	4469694	8	0.627939	0.000297			
All Reads	ALL	30	80581156	5303049	8	0.669764	0.000291			
All Reads	ALL	31	88164984	6168183	8	0.712018	0.000287			
All Reads	ALL	32	95038247	7024968	8	0.752273	0.000284			
All Reads	ALL	33	101107447	7865685	8	0.791741	0.000282			
All Reads	ALL	34	106387106	8641731	8	0.826688	0.000281			
All Reads	ALL	35	110786537	9380013	8	0.86168	0.000281			
All Reads	ALL	36	114265477	9984199	7	0.889258	0.000281			
All Reads	ALL	37	116110601	10459613	7	0.916798	0.000283			
All Reads	ALL	38	115907234	10757294	7	0.944544	0.000288			
All Reads	ALL	39	113900160	10872350	7	0.971469	0.000295			
All Reads	ALL	40	110364340	10826113	7	0.998329	0.000303			
All Reads	ALL	41	105407746	10656481	7	1.028895	0.000315			
All Reads	ALL	42	99544188	10436059	7	1.066966	0.00033			
All Reads	ALL	43	93500811	10201117	7	1.110356	0.000348			
All Reads	ALL	44	88088657	9977076	7	1.152692	0.000365			
All Reads	ALL	45	83720724	9829454	7	1.194885	0.000381			
All Reads	ALL	46	80351717	9725226	6	1.231783	0.000395			
All Reads	ALL	47	77655538	9642643	6	1.263728	0.000407			
All Reads	ALL	48	74952441	9496435	6	1.28945	0.000418			
All Reads	ALL	49	71661283	9239446	6	1.312173	0.000432			
All Reads	ALL	50	67505559	8827874	6	1.330903	0.000448			
All Reads	ALL	51	62660114	8289556	6	1.346387	0.000468			
All Reads	ALL	52	57645953	7694240	6	1.358397	0.00049			
All Reads	ALL	53	52963590	7116877	6	1.367546	0.000513			
All Reads	ALL	54	48793587	6591634	6	1.374865	0.000536			
All Reads	ALL	55	45115286	6118345	6	1.380194	0.000558			
All Reads	ALL	56	41569878	5654582	6	1.384368	0.000582			
All Reads	ALL	57	37799155	5162346	6	1.389936	0.000612			
All Reads	ALL	58	33644269	4619793	6	1.397466	0.00065			
All Reads	ALL	59	29144419	4028040	6	1.406592	0.000701			
All Reads	ALL	60	24632876	3438700	6	1.420722	0.000766			
All Reads	ALL	61	20468515	2886141	6	1.43503	0.000845			
All Reads	ALL	62	16914610	2406185	5	1.447761	0.000933			
All Reads	ALL	63	13979884	1997581	5	1.454222	0.001029			
All Reads	ALL	64	11560263	1651411	5	1.453842	0.001131			
All Reads	ALL	65	9542060	1356472	5	1.446767	0.001242			
All Reads	ALL	66	7868349	1107286	5	1.432208	0.001361			
All Reads	ALL	67	6396960	894012	5	1.422327	0.001504			
All Reads	ALL	68	5119562	707584	5	1.406614	0.001672			
All Reads	ALL	69	4099097	556121	5	1.380737	0.001852			
All Reads	ALL	70	3289710	432805	5	1.33895	0.002035			
All Reads	ALL	71	2634439	335597	5	1.296462	0.002238			
All Reads	ALL	72	2131665	261003	5	1.24611	0.002439			
All Reads	ALL	73	1739975	203105	5	1.187975	0.002636			
All Reads	ALL	74	1435643	161451	5	1.144522	0.002848			
All Reads	ALL	75	1208249	129877	4	1.09397	0.003036			
All Reads	ALL	76	1041500	107042	4	1.045983	0.003197			
All Reads	ALL	77	916351	89535	4	0.994399	0.003323			
All Reads	ALL	78	815285	74896	4	0.93493	0.003416			
All Reads	ALL	79	711558	62261	4	0.890503	0.003569			
All Reads	ALL	80	606682	51545	4	0.86468	0.003809			
All Reads	ALL	81	510586	41647	4	0.830127	0.004068			
All Reads	ALL	82	428988	32729	4	0.776457	0.004292			
All Reads	ALL	83	353096	25014	4	0.720975	0.004559			
All Reads	ALL	84	276529	18751	4	0.690102	0.00504			
All Reads	ALL	85	200966	13127	4	0.664772	0.005802			
All Reads	ALL	86	134371	9217	4	0.698094	0.007271			
All Reads	ALL	87	88139	6094	3	0.703662	0.009014			
All Reads	ALL	88	60841	3963	3	0.662915	0.01053			
All Reads	ALL	89	39439	2423	3	0.625255	0.012702			
All Reads	ALL	90	25739	1485	3	0.587171	0.015237			
All Reads	ALL	91	16593	920	3	0.564277	0.018604			
All Reads	ALL	92	9922	495	3	0.507733	0.022821			
All Reads	ALL	93	6255	305	3	0.496252	0.028415			
All Reads	ALL	94	3553	192	3	0.549966	0.03969			
All Reads	ALL	95	1701	73	2	0.436766	0.05112			
All Reads	ALL	96	986	34	3	0.350939	0.060186			
All Reads	ALL	97	658	21	2	0.324805	0.070878			
All Reads	ALL	98	328	14	2	0.434394	0.116097			
All Reads	ALL	99	133	3	1	0.229562	0.132538			
All Reads	ALL	100	339	0	0	0	0			


