## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_64_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_64_gc_summary.txt INPUT=BACW_64.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_64_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 17:47:10 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	95038247	8922063	8	0.851884	0.000285			
All Reads	ALL	33	101107447	9767693	8	0.876643	0.00028			
All Reads	ALL	34	106387106	10522107	8	0.897485	0.000277			
All Reads	ALL	35	110786537	11186643	8	0.916276	0.000274			
All Reads	ALL	36	114265477	11715989	7	0.930417	0.000272			
All Reads	ALL	37	116110601	12076124	7	0.943777	0.000272			
All Reads	ALL	38	115907234	12249050	7	0.958971	0.000274			
All Reads	ALL	39	113900160	12222892	7	0.973786	0.000279			
All Reads	ALL	40	110364340	12035399	7	0.989567	0.000285			
All Reads	ALL	41	105407746	11726356	7	1.009495	0.000295			
All Reads	ALL	42	99544188	11363646	7	1.035894	0.000307			
All Reads	ALL	43	93500811	10997119	7	1.067277	0.000322			
All Reads	ALL	44	88088657	10674476	7	1.099614	0.000337			
All Reads	ALL	45	83720724	10434844	7	1.131011	0.00035			
All Reads	ALL	46	80351717	10259573	7	1.158638	0.000362			
All Reads	ALL	47	77655538	10113766	6	1.181828	0.000372			
All Reads	ALL	48	74952441	9929309	6	1.202117	0.000381			
All Reads	ALL	49	71661283	9624519	6	1.218732	0.000393			
All Reads	ALL	50	67505559	9152231	6	1.230272	0.000407			
All Reads	ALL	51	62660114	8572675	6	1.241477	0.000424			
All Reads	ALL	52	57645953	7933915	6	1.248914	0.000443			
All Reads	ALL	53	52963590	7315034	6	1.253293	0.000463			
All Reads	ALL	54	48793587	6765704	6	1.258241	0.000484			
All Reads	ALL	55	45115286	6271641	6	1.261453	0.000504			
All Reads	ALL	56	41569878	5800125	6	1.266112	0.000526			
All Reads	ALL	57	37799155	5297090	6	1.271654	0.000553			
All Reads	ALL	58	33644269	4737935	6	1.277885	0.000587			
All Reads	ALL	59	29144419	4131997	6	1.286525	0.000633			
All Reads	ALL	60	24632876	3518228	6	1.296052	0.000691			
All Reads	ALL	61	20468515	2955537	6	1.310279	0.000762			
All Reads	ALL	62	16914610	2463764	5	1.321754	0.000842			
All Reads	ALL	63	13979884	2044556	5	1.327117	0.000928			
All Reads	ALL	64	11560263	1695591	5	1.330966	0.001022			
All Reads	ALL	65	9542060	1397010	5	1.328529	0.001124			
All Reads	ALL	66	7868349	1142194	5	1.317255	0.001233			
All Reads	ALL	67	6396960	924200	5	1.31101	0.001364			
All Reads	ALL	68	5119562	734838	5	1.302484	0.001519			
All Reads	ALL	69	4099097	581034	5	1.286255	0.001687			
All Reads	ALL	70	3289710	456152	5	1.258246	0.001863			
All Reads	ALL	71	2634439	357965	5	1.233009	0.002061			
All Reads	ALL	72	2131665	280623	5	1.194588	0.002255			
All Reads	ALL	73	1739975	222811	5	1.162003	0.002462			
All Reads	ALL	74	1435643	179936	5	1.137327	0.002681			
All Reads	ALL	75	1208249	147467	4	1.107521	0.002884			
All Reads	ALL	76	1041500	122619	4	1.068347	0.003051			
All Reads	ALL	77	916351	104241	4	1.032263	0.003197			
All Reads	ALL	78	815285	89105	4	0.991759	0.003322			
All Reads	ALL	79	711558	74567	4	0.950933	0.003482			
All Reads	ALL	80	606682	61620	4	0.921667	0.003713			
All Reads	ALL	81	510586	50263	4	0.893291	0.003984			
All Reads	ALL	82	428988	40557	4	0.857895	0.00426			
All Reads	ALL	83	353096	31394	4	0.806803	0.004553			
All Reads	ALL	84	276529	23772	4	0.780079	0.005059			
All Reads	ALL	85	200966	17081	4	0.771266	0.005901			
All Reads	ALL	86	134371	11881	4	0.802345	0.007361			
All Reads	ALL	87	88139	7866	3	0.809841	0.009131			
All Reads	ALL	88	60841	5108	3	0.761848	0.01066			
All Reads	ALL	89	39439	3216	3	0.739952	0.013048			
All Reads	ALL	90	25739	2090	3	0.736832	0.016117			
All Reads	ALL	91	16593	1177	3	0.643673	0.018762			
All Reads	ALL	92	9922	719	3	0.657572	0.024523			
All Reads	ALL	93	6255	404	3	0.586095	0.029159			
All Reads	ALL	94	3553	219	3	0.559323	0.037796			
All Reads	ALL	95	1701	88	3	0.469453	0.050044			
All Reads	ALL	96	986	49	3	0.450955	0.064422			
All Reads	ALL	97	658	21	2	0.289606	0.063197			
All Reads	ALL	98	328	8	2	0.221325	0.07825			
All Reads	ALL	99	133	5	2	0.34114	0.152562			
All Reads	ALL	100	339	3	2	0.080304	0.046363			


