## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_58_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_58_gc_summary.txt INPUT=BACW_58.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_58_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 16:44:43 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	22	17758784	550115	9	0.364605	0.000492			
All Reads	ALL	23	23572432	800084	9	0.399497	0.000447			
All Reads	ALL	24	30422731	1128385	9	0.436558	0.000411			
All Reads	ALL	25	38148940	1540558	9	0.475312	0.000383			
All Reads	ALL	26	46458566	2032264	9	0.514869	0.000361			
All Reads	ALL	27	55140542	2595088	8	0.553941	0.000344			
All Reads	ALL	28	63902550	3221695	8	0.593402	0.000331			
All Reads	ALL	29	72441993	3884356	8	0.631119	0.00032			
All Reads	ALL	30	80581156	4573945	8	0.668098	0.000312			
All Reads	ALL	31	88164984	5278538	8	0.704694	0.000307			
All Reads	ALL	32	95038247	5991162	8	0.741985	0.000303			
All Reads	ALL	33	101107447	6700715	8	0.780047	0.000301			
All Reads	ALL	34	106387106	7356643	8	0.813905	0.0003			
All Reads	ALL	35	110786537	8002621	8	0.850214	0.000301			
All Reads	ALL	36	114265477	8549052	7	0.880614	0.000301			
All Reads	ALL	37	116110601	8970861	7	0.909379	0.000304			
All Reads	ALL	38	115907234	9229436	7	0.937233	0.000309			
All Reads	ALL	39	113900160	9321995	7	0.963313	0.000316			
All Reads	ALL	40	110364340	9265232	7	0.988121	0.000325			
All Reads	ALL	41	105407746	9107509	7	1.016974	0.000337			
All Reads	ALL	42	99544188	8897216	7	1.052013	0.000353			
All Reads	ALL	43	93500811	8673963	7	1.091905	0.000371			
All Reads	ALL	44	88088657	8485501	7	1.13381	0.000389			
All Reads	ALL	45	83720724	8362885	7	1.175725	0.000407			
All Reads	ALL	46	80351717	8289430	6	1.214262	0.000422			
All Reads	ALL	47	77655538	8238109	6	1.248642	0.000435			
All Reads	ALL	48	74952441	8130304	6	1.276744	0.000448			
All Reads	ALL	49	71661283	7932162	6	1.302836	0.000463			
All Reads	ALL	50	67505559	7597689	6	1.324722	0.000481			
All Reads	ALL	51	62660114	7153876	6	1.343795	0.000502			
All Reads	ALL	52	57645953	6651123	6	1.358029	0.000527			
All Reads	ALL	53	52963590	6167280	6	1.370563	0.000552			
All Reads	ALL	54	48793587	5726527	6	1.381374	0.000577			
All Reads	ALL	55	45115286	5338262	6	1.392704	0.000603			
All Reads	ALL	56	41569878	4948947	6	1.401254	0.00063			
All Reads	ALL	57	37799155	4535926	6	1.412429	0.000663			
All Reads	ALL	58	33644269	4075987	6	1.425951	0.000706			
All Reads	ALL	59	29144419	3576103	6	1.444233	0.000764			
All Reads	ALL	60	24632876	3066837	6	1.465407	0.000837			
All Reads	ALL	61	20468515	2589792	6	1.489228	0.000925			
All Reads	ALL	62	16914610	2170153	5	1.510119	0.001025			
All Reads	ALL	63	13979884	1814950	5	1.528072	0.001134			
All Reads	ALL	64	11560263	1511203	5	1.538643	0.001252			
All Reads	ALL	65	9542060	1248301	5	1.539784	0.001378			
All Reads	ALL	66	7868349	1024578	5	1.532654	0.001514			
All Reads	ALL	67	6396960	829459	5	1.526174	0.001676			
All Reads	ALL	68	5119562	660395	5	1.518287	0.001868			
All Reads	ALL	69	4099097	522661	5	1.500772	0.002076			
All Reads	ALL	70	3289710	408132	5	1.460245	0.002286			
All Reads	ALL	71	2634439	318005	5	1.420786	0.002519			
All Reads	ALL	72	2131665	249047	5	1.375134	0.002756			
All Reads	ALL	73	1739975	198271	5	1.341217	0.003012			
All Reads	ALL	74	1435643	157537	5	1.291573	0.003254			
All Reads	ALL	75	1208249	128792	4	1.254629	0.003496			
All Reads	ALL	76	1041500	107349	4	1.21317	0.003703			
All Reads	ALL	77	916351	89733	4	1.152585	0.003848			
All Reads	ALL	78	815285	76979	4	1.111337	0.004006			
All Reads	ALL	79	711558	63784	4	1.055077	0.004178			
All Reads	ALL	80	606682	52471	4	1.017984	0.004444			
All Reads	ALL	81	510586	43156	4	0.994844	0.004789			
All Reads	ALL	82	428988	34271	4	0.940296	0.005079			
All Reads	ALL	83	353096	26364	4	0.878823	0.005412			
All Reads	ALL	84	276529	20087	4	0.854982	0.006033			
All Reads	ALL	85	200966	14384	4	0.842442	0.007024			
All Reads	ALL	86	134371	9986	4	0.874719	0.008753			
All Reads	ALL	87	88139	6542	4	0.873625	0.010801			
All Reads	ALL	88	60841	4343	3	0.840188	0.012749			
All Reads	ALL	89	39439	2684	3	0.801013	0.015461			
All Reads	ALL	90	25739	1686	3	0.77099	0.018777			
All Reads	ALL	91	16593	938	3	0.665366	0.021725			
All Reads	ALL	92	9922	552	3	0.654821	0.027871			
All Reads	ALL	93	6255	339	3	0.637904	0.034646			
All Reads	ALL	94	3553	209	3	0.692363	0.047892			
All Reads	ALL	95	1701	65	3	0.449771	0.055787			
All Reads	ALL	96	986	29	2	0.346181	0.064284			
All Reads	ALL	97	658	28	2	0.500858	0.094653			
All Reads	ALL	98	328	9	3	0.322962	0.107654			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	3	2	0.104161	0.060137			


