## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_45_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_45_gc_summary.txt INPUT=BACW_45.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_45_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 13:24:18 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	22	17758784	672473	9	0.341327	0.000416			
All Reads	ALL	23	23572432	995831	9	0.380794	0.000382			
All Reads	ALL	24	30422731	1425909	9	0.422476	0.000354			
All Reads	ALL	25	38148940	1983374	9	0.468631	0.000333			
All Reads	ALL	26	46458566	2656346	9	0.51538	0.000316			
All Reads	ALL	27	55140542	3433564	8	0.561284	0.000303			
All Reads	ALL	28	63902550	4302257	8	0.606858	0.000293			
All Reads	ALL	29	72441993	5226944	8	0.650379	0.000284			
All Reads	ALL	30	80581156	6182668	8	0.691594	0.000278			
All Reads	ALL	31	88164984	7140257	8	0.730006	0.000273			
All Reads	ALL	32	95038247	8095774	8	0.767837	0.00027			
All Reads	ALL	33	101107447	9018471	8	0.804005	0.000268			
All Reads	ALL	34	106387106	9856292	8	0.83509	0.000266			
All Reads	ALL	35	110786537	10650129	8	0.866516	0.000266			
All Reads	ALL	36	114265477	11300463	7	0.891436	0.000265			
All Reads	ALL	37	116110601	11789249	7	0.915215	0.000267			
All Reads	ALL	38	115907234	12101304	7	0.941089	0.000271			
All Reads	ALL	39	113900160	12195623	7	0.965136	0.000276			
All Reads	ALL	40	110364340	12117668	7	0.98969	0.000284			
All Reads	ALL	41	105407746	11918859	7	1.019227	0.000295			
All Reads	ALL	42	99544188	11667186	7	1.056475	0.000309			
All Reads	ALL	43	93500811	11389164	7	1.097957	0.000325			
All Reads	ALL	44	88088657	11154750	7	1.141429	0.000342			
All Reads	ALL	45	83720724	10981805	7	1.18236	0.000357			
All Reads	ALL	46	80351717	10873837	6	1.219822	0.00037			
All Reads	ALL	47	77655538	10776549	6	1.250882	0.000381			
All Reads	ALL	48	74952441	10625113	6	1.277782	0.000392			
All Reads	ALL	49	71661283	10333514	6	1.299788	0.000404			
All Reads	ALL	50	67505559	9865585	6	1.317323	0.000419			
All Reads	ALL	51	62660114	9261356	6	1.33227	0.000438			
All Reads	ALL	52	57645953	8597048	6	1.344279	0.000458			
All Reads	ALL	53	52963590	7949917	6	1.352988	0.00048			
All Reads	ALL	54	48793587	7364931	6	1.360551	0.000501			
All Reads	ALL	55	45115286	6843031	6	1.367205	0.000523			
All Reads	ALL	56	41569878	6340148	6	1.374768	0.000546			
All Reads	ALL	57	37799155	5796192	6	1.382196	0.000574			
All Reads	ALL	58	33644269	5192744	6	1.391217	0.000611			
All Reads	ALL	59	29144419	4531617	6	1.401544	0.000658			
All Reads	ALL	60	24632876	3873074	6	1.41726	0.00072			
All Reads	ALL	61	20468515	3254078	6	1.433014	0.000794			
All Reads	ALL	62	16914610	2716529	5	1.447642	0.000878			
All Reads	ALL	63	13979884	2262664	5	1.4589	0.00097			
All Reads	ALL	64	11560263	1875042	5	1.462016	0.001068			
All Reads	ALL	65	9542060	1546102	5	1.460511	0.001175			
All Reads	ALL	66	7868349	1264691	5	1.448804	0.001288			
All Reads	ALL	67	6396960	1021138	5	1.438864	0.001424			
All Reads	ALL	68	5119562	813682	5	1.432619	0.001588			
All Reads	ALL	69	4099097	643829	5	1.415765	0.001764			
All Reads	ALL	70	3289710	505717	5	1.385667	0.001949			
All Reads	ALL	71	2634439	394026	5	1.348173	0.002148			
All Reads	ALL	72	2131665	308067	5	1.302672	0.002347			
All Reads	ALL	73	1739975	245081	5	1.269625	0.002565			
All Reads	ALL	74	1435643	197603	5	1.240669	0.002791			
All Reads	ALL	75	1208249	161805	4	1.207103	0.003001			
All Reads	ALL	76	1041500	135839	4	1.175639	0.00319			
All Reads	ALL	77	916351	113345	4	1.114935	0.003312			
All Reads	ALL	78	815285	97213	4	1.07479	0.003447			
All Reads	ALL	79	711558	81415	4	1.031343	0.003615			
All Reads	ALL	80	606682	66991	4	0.995323	0.003846			
All Reads	ALL	81	510586	55421	4	0.978395	0.004156			
All Reads	ALL	82	428988	44548	4	0.936035	0.004435			
All Reads	ALL	83	353096	34351	4	0.876911	0.004731			
All Reads	ALL	84	276529	26068	4	0.84972	0.005263			
All Reads	ALL	85	200966	18407	4	0.825599	0.006085			
All Reads	ALL	86	134371	13087	4	0.877897	0.007674			
All Reads	ALL	87	88139	8660	4	0.885643	0.009517			
All Reads	ALL	88	60841	5688	3	0.842698	0.011174			
All Reads	ALL	89	39439	3695	3	0.844496	0.013893			
All Reads	ALL	90	25739	2185	3	0.765189	0.01637			
All Reads	ALL	91	16593	1294	3	0.70294	0.019541			
All Reads	ALL	92	9922	718	3	0.65228	0.024343			
All Reads	ALL	93	6255	432	3	0.622537	0.029952			
All Reads	ALL	94	3553	240	3	0.608871	0.039302			
All Reads	ALL	95	1701	100	3	0.529913	0.052991			
All Reads	ALL	96	986	44	3	0.402239	0.06064			
All Reads	ALL	97	658	20	2	0.273976	0.061263			
All Reads	ALL	98	328	9	2	0.24733	0.082443			
All Reads	ALL	99	133	1	0	0.067773	0.067773			
All Reads	ALL	100	339	2	1	0.053179	0.037603			


