## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_50_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_50_gc_summary.txt INPUT=BACW_50.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_50_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 14:32:29 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	93	6255	268	3	0.458078	0.027982			
All Reads	ALL	94	3553	159	3	0.478447	0.037943			
All Reads	ALL	95	1701	62	3	0.38969	0.049491			
All Reads	ALL	96	986	30	3	0.325294	0.05939			
All Reads	ALL	97	658	20	2	0.324964	0.072664			
All Reads	ALL	98	328	13	2	0.423742	0.117525			
All Reads	ALL	99	133	0	0	0	0			
All Reads	ALL	100	339	1	2	0.031538	0.031538			


