## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_47_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_47_gc_summary.txt INPUT=BACW_47.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_47_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 13:47:09 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	22	17758784	607384	9	0.324995	0.000417			
All Reads	ALL	23	23572432	881442	9	0.355317	0.000378			
All Reads	ALL	24	30422731	1255584	9	0.39217	0.00035			
All Reads	ALL	25	38148940	1741379	9	0.433749	0.000329			
All Reads	ALL	26	46458566	2353123	9	0.481289	0.000314			
All Reads	ALL	27	55140542	3100020	8	0.534221	0.000303			
All Reads	ALL	28	63902550	3966937	8	0.589881	0.000296			
All Reads	ALL	29	72441993	4928127	8	0.646426	0.000291			
All Reads	ALL	30	80581156	5942808	8	0.700786	0.000287			
All Reads	ALL	31	88164984	6999792	8	0.754425	0.000285			
All Reads	ALL	32	95038247	8037120	8	0.80358	0.000283			
All Reads	ALL	33	101107447	9015820	8	0.847324	0.000282			
All Reads	ALL	34	106387106	9870644	8	0.881625	0.000281			
All Reads	ALL	35	110786537	10653902	8	0.913795	0.00028			
All Reads	ALL	36	114265477	11250675	7	0.935601	0.000279			
All Reads	ALL	37	116110601	11669819	7	0.955035	0.00028			
All Reads	ALL	38	115907234	11897482	7	0.975375	0.000283			
All Reads	ALL	39	113900160	11924604	7	0.994825	0.000288			
All Reads	ALL	40	110364340	11774866	7	1.013805	0.000295			
All Reads	ALL	41	105407746	11503641	7	1.037027	0.000306			
All Reads	ALL	42	99544188	11193063	7	1.068465	0.000319			
All Reads	ALL	43	93500811	10867546	7	1.104443	0.000335			
All Reads	ALL	44	88088657	10587546	7	1.142096	0.000351			
All Reads	ALL	45	83720724	10364801	7	1.1764	0.000365			
All Reads	ALL	46	80351717	10215169	6	1.20803	0.000378			
All Reads	ALL	47	77655538	10081299	6	1.233591	0.000389			
All Reads	ALL	48	74952441	9906200	6	1.255881	0.000399			
All Reads	ALL	49	71661283	9609851	6	1.274264	0.000411			
All Reads	ALL	50	67505559	9160715	6	1.289487	0.000426			
All Reads	ALL	51	62660114	8580687	6	1.301242	0.000444			
All Reads	ALL	52	57645953	7948498	6	1.310218	0.000465			
All Reads	ALL	53	52963590	7334120	6	1.315824	0.000486			
All Reads	ALL	54	48793587	6782735	6	1.320898	0.000507			
All Reads	ALL	55	45115286	6292179	6	1.32527	0.000528			
All Reads	ALL	56	41569878	5812774	6	1.328715	0.000551			
All Reads	ALL	57	37799155	5300734	6	1.332543	0.000579			
All Reads	ALL	58	33644269	4740807	6	1.338962	0.000615			
All Reads	ALL	59	29144419	4130783	6	1.346803	0.000663			
All Reads	ALL	60	24632876	3511672	6	1.354647	0.000723			
All Reads	ALL	61	20468515	2943526	6	1.366497	0.000796			
All Reads	ALL	62	16914610	2444431	5	1.373229	0.000878			
All Reads	ALL	63	13979884	2029260	5	1.379308	0.000968			
All Reads	ALL	64	11560263	1673779	5	1.375807	0.001063			
All Reads	ALL	65	9542060	1374375	5	1.368643	0.001167			
All Reads	ALL	66	7868349	1118794	5	1.351119	0.001277			
All Reads	ALL	67	6396960	899257	5	1.335787	0.001409			
All Reads	ALL	68	5119562	713024	5	1.323423	0.001567			
All Reads	ALL	69	4099097	562583	5	1.304144	0.001739			
All Reads	ALL	70	3289710	438371	5	1.266226	0.001912			
All Reads	ALL	71	2634439	340910	5	1.229642	0.002106			
All Reads	ALL	72	2131665	266127	5	1.186307	0.0023			
All Reads	ALL	73	1739975	208237	5	1.137214	0.002492			
All Reads	ALL	74	1435643	166857	5	1.104397	0.002704			
All Reads	ALL	75	1208249	135046	4	1.062068	0.00289			
All Reads	ALL	76	1041500	111645	4	1.018608	0.003049			
All Reads	ALL	77	916351	93852	4	0.973215	0.003177			
All Reads	ALL	78	815285	79298	4	0.92423	0.003282			
All Reads	ALL	79	711558	65734	4	0.877823	0.003424			
All Reads	ALL	80	606682	54031	4	0.84627	0.003641			
All Reads	ALL	81	510586	44108	4	0.820872	0.003909			
All Reads	ALL	82	428988	35056	4	0.776505	0.004147			
All Reads	ALL	83	353096	26940	4	0.72499	0.004417			
All Reads	ALL	84	276529	20328	4	0.698524	0.004899			
All Reads	ALL	85	200966	14462	4	0.683806	0.005686			
All Reads	ALL	86	134371	9999	4	0.707096	0.007071			
All Reads	ALL	87	88139	6691	3	0.721357	0.008819			
All Reads	ALL	88	60841	4360	3	0.680953	0.010313			
All Reads	ALL	89	39439	2678	3	0.645226	0.012468			
All Reads	ALL	90	25739	1763	3	0.65086	0.015501			
All Reads	ALL	91	16593	1028	3	0.588702	0.018361			
All Reads	ALL	92	9922	567	3	0.543014	0.022804			
All Reads	ALL	93	6255	309	3	0.469416	0.026704			
All Reads	ALL	94	3553	194	3	0.51884	0.037251			
All Reads	ALL	95	1701	89	3	0.497179	0.052701			
All Reads	ALL	96	986	27	2	0.260204	0.050076			
All Reads	ALL	97	658	20	2	0.288823	0.064583			
All Reads	ALL	98	328	10	3	0.289703	0.091612			
All Reads	ALL	99	133	1	2	0.071446	0.071446			
All Reads	ALL	100	339	5	2	0.140151	0.062678			


