## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=gc_bias_metrics/BACW_55_gc_bias_chart.pdf SUMMARY_OUTPUT=gc_bias_metrics/BACW_55_gc_summary.txt INPUT=BACW_55.deduplicated.sorted.bam OUTPUT=gc_bias_metrics/BACW_55_gc_bias_metrics.txt REFERENCE_SEQUENCE=/media/ml/mydisk/cfNOME/references/Homo_sapiens/NCBI/GRCh38/Sequence/BismarkIndex/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 11 15:35:13 CEST 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	22	17758784	1099542	9	0.525985	0.000502			
All Reads	ALL	23	23572432	1573347	9	0.567016	0.000452			
All Reads	ALL	24	30422731	2179791	9	0.608684	0.000412			
All Reads	ALL	25	38148940	2925918	9	0.651561	0.000381			
All Reads	ALL	26	46458566	3785780	9	0.692253	0.000356			
All Reads	ALL	27	55140542	4747444	8	0.731415	0.000336			
All Reads	ALL	28	63902550	5778885	8	0.768247	0.00032			
All Reads	ALL	29	72441993	6827132	8	0.800614	0.000306			
All Reads	ALL	30	80581156	7879280	8	0.830669	0.000296			
All Reads	ALL	31	88164984	8891748	8	0.856774	0.000287			
All Reads	ALL	32	95038247	9856646	8	0.881061	0.000281			
All Reads	ALL	33	101107447	10755925	8	0.903732	0.000276			
All Reads	ALL	34	106387106	11526113	8	0.920384	0.000271			
All Reads	ALL	35	110786537	12214128	8	0.936592	0.000268			
All Reads	ALL	36	114265477	12743652	7	0.947445	0.000265			
All Reads	ALL	37	116110601	13093110	7	0.957957	0.000265			
All Reads	ALL	38	115907234	13246988	7	0.970916	0.000267			
All Reads	ALL	39	113900160	13180103	7	0.983036	0.000271			
All Reads	ALL	40	110364340	12932888	7	0.995501	0.000277			
All Reads	ALL	41	105407746	12568249	7	1.012925	0.000286			
All Reads	ALL	42	99544188	12138648	7	1.035928	0.000297			
All Reads	ALL	43	93500811	11700537	7	1.063079	0.000311			
All Reads	ALL	44	88088657	11317407	7	1.091445	0.000324			
All Reads	ALL	45	83720724	11020855	7	1.118298	0.000337			
All Reads	ALL	46	80351717	10796826	7	1.1415	0.000347			
All Reads	ALL	47	77655538	10613450	6	1.161072	0.000356			
All Reads	ALL	48	74952441	10382863	6	1.17681	0.000365			
All Reads	ALL	49	71661283	10034072	6	1.189509	0.000376			
All Reads	ALL	50	67505559	9531391	6	1.199477	0.000389			
All Reads	ALL	51	62660114	8896389	6	1.20614	0.000404			
All Reads	ALL	52	57645953	8208709	6	1.20971	0.000422			
All Reads	ALL	53	52963590	7551872	6	1.211302	0.000441			
All Reads	ALL	54	48793587	6953941	6	1.210719	0.000459			
All Reads	ALL	55	45115286	6419934	6	1.208877	0.000477			
All Reads	ALL	56	41569878	5910670	6	1.207906	0.000497			
All Reads	ALL	57	37799155	5382374	6	1.20967	0.000521			
All Reads	ALL	58	33644269	4809363	6	1.214371	0.000554			
All Reads	ALL	59	29144419	4185279	6	1.219956	0.000596			
All Reads	ALL	60	24632876	3565442	6	1.229627	0.000651			
All Reads	ALL	61	20468515	2990404	6	1.241134	0.000718			
All Reads	ALL	62	16914610	2484225	5	1.247682	0.000792			
All Reads	ALL	63	13979884	2057840	5	1.250498	0.000872			
All Reads	ALL	64	11560263	1700293	5	1.249485	0.000958			
All Reads	ALL	65	9542060	1396298	5	1.243114	0.001052			
All Reads	ALL	66	7868349	1136888	5	1.227465	0.001151			
All Reads	ALL	67	6396960	915784	5	1.216171	0.001271			
All Reads	ALL	68	5119562	724472	5	1.202164	0.001412			
All Reads	ALL	69	4099097	571075	5	1.183532	0.001566			
All Reads	ALL	70	3289710	445073	5	1.149341	0.001723			
All Reads	ALL	71	2634439	344690	5	1.111516	0.001893			
All Reads	ALL	72	2131665	269136	5	1.072576	0.002067			
All Reads	ALL	73	1739975	212431	5	1.03717	0.00225			
All Reads	ALL	74	1435643	169124	5	1.000769	0.002433			
All Reads	ALL	75	1208249	138603	4	0.974521	0.002618			
All Reads	ALL	76	1041500	114944	4	0.937567	0.002765			
All Reads	ALL	77	916351	96090	4	0.890823	0.002874			
All Reads	ALL	78	815285	81896	4	0.853352	0.002982			
All Reads	ALL	79	711558	67773	4	0.809136	0.003108			
All Reads	ALL	80	606682	55670	4	0.779534	0.003304			
All Reads	ALL	81	510586	44983	4	0.748436	0.003529			
All Reads	ALL	82	428988	35979	4	0.71249	0.003756			
All Reads	ALL	83	353096	28012	4	0.673948	0.004027			
All Reads	ALL	84	276529	20538	4	0.630947	0.004403			
All Reads	ALL	85	200966	14802	4	0.62571	0.005143			
All Reads	ALL	86	134371	10403	4	0.6577	0.006448			
All Reads	ALL	87	88139	6754	4	0.650981	0.007921			
All Reads	ALL	88	60841	4378	3	0.6113	0.009239			
All Reads	ALL	89	39439	2767	3	0.596017	0.011331			
All Reads	ALL	90	25739	1747	3	0.576602	0.013795			
All Reads	ALL	91	16593	996	3	0.509929	0.016158			
All Reads	ALL	92	9922	551	3	0.471767	0.020098			
All Reads	ALL	93	6255	341	3	0.463129	0.02508			
All Reads	ALL	94	3553	179	3	0.427989	0.031989			
All Reads	ALL	95	1701	80	3	0.39954	0.04467			
All Reads	ALL	96	986	30	2	0.258476	0.047191			
All Reads	ALL	97	658	19	2	0.245303	0.056276			
All Reads	ALL	98	328	14	2	0.362601	0.096909			
All Reads	ALL	99	133	4	2	0.255496	0.127748			
All Reads	ALL	100	339	4	2	0.100239	0.050119			


